代码,上市公司,行业,市值(元),PE-TTM,PB,股息率,财报日期,复合排名,资本收益率(ROC),资本回报率排名,公司收益率,公司收益率排名,关注度
="301004",嘉益股份,其他家用轻工,=10727413565.4,=13.801194645150968,=6.147323087869316,=0.029047812699703714,2025-05-19,=154,=1.0855576694373041,=232,=0.08978491089353985,=396,=221
="688516",奥特维,光伏设备,=10579459961.38,=9.783927966368552,=2.597163957755939,=0.07320756573844754,2025-05-19,=155,=0.545094266023202,=439,=0.11817485105284459,=193,=331
="300864",南大环境,环保工程及服务,=3071872572.47,=19.174987486241125,=2.501735459561803,=0.043301069905073035,2025-05-19,=156,=2.8238937337699035,=162,=0.08213454776828995,=475,=157
="600380",健康元,化学制剂,=19520267628.62,=14.118925604230412,=1.3329013332301751,=0.019202609878689436,2025-05-19,=157,=0.4126982202279614,=584,=0.18924122210434371,=54,=1051
="605305",中际联合,其它专用机械,=5572274400,=15.698405898904477,=2.073373099335882,=0.017162471395881007,2025-05-19,=158,=0.7256131954511467,=313,=0.09664061105126898,=332,=157
="603156",养元饮品,软饮料,=30649950405.12,=20.638128383406944,=2.8858227517907595,=0.05615249856040549,2025-05-19,=159,=3.700790963360905,=149,=0.0801348653617522,=497,=1510
="000680",山推股份,工程机械,=13082855032.640001,=11.206813237378181,=2.373664102084176,=0.0103202533684847,2025-05-19,=160,=0.6276317148173538,=373,=0.10398092728171579,=278,=207
="600035",楚天高速,高速公路,=7261622713.509999,=9.510204948676034,=0.8152255344687027,=0.03769401330376941,2025-05-19,=161,=9.458951307814372,=131,=0.07893399320569237,=520,=401
="603279",景津装备,其它通用机械,=9367426250,=11.909534292375792,=2.021383853746845,=0.06523076923076923,2025-05-19,=162,=0.44454536869804334,=533,=0.1348762003196397,=127,=470
="002507",涪陵榨菜,食品综合,=15300966311.28,=19.12642067052996,=1.7058215471340195,=0.03167420814479638,2025-05-19,=163,=0.641665693671363,=361,=0.10031104929323484,=300,=5014
="002158",汉钟精机,制冷空调设备,=9812187950.650002,=11.766117385995038,=2.2751282801186994,=0.03160762942779291,2025-05-19,=164,=0.5501524551411185,=433,=0.11201375642206629,=229,=682
="600600",青岛啤酒,啤酒,=98672353676.04,=22.133302410354894,=3.2066703549860196,=0.03041614820959492,2025-05-19,=165,=-4.073147812131592,=105,=0.07543804261562184,=559,=2513
="001323",慕思股份,家具,=12796319900,=17.19647711423687,=2.751794077037429,=0.05384154384886861,2025-05-19,=166,=0.7984120003191446,=283,=0.09076696341867774,=386,=135
="000957",中通客车,商用载客车,=6717601594.88,=23.689028171144585,=2.224352719201084,=0.007060900252874747,2025-05-19,=167,=-4.423799716397842,=107,=0.07498215504628424,=565,=267
="600835",上海机电,楼宇设备,=22479809989.84,=24.20902946885282,=1.614840477201164,=0.019108280272570815,2025-05-19,=168,=0.5919855942937744,=401,=0.10461306991881832,=273,=750
="600511",国药股份,医药商业,=22537004550.260002,=11.270261495327853,=1.281456568975927,=0.026782725142283224,2025-05-19,=169,=0.4049279354319438,=599,=0.16569586933582722,=76,=24942
="301362",民爆光电,LED,=4105157400,=17.10628038274562,=1.7019166700456674,=0.047632468124121134,2025-05-19,=170,=0.6776239816467562,=340,=0.0960284384689752,=338,=36
="601827",三峰环境,环保工程及服务,=13860327056.999998,=11.673059996745717,=1.1946054047678585,=0.02955367913148372,2025-05-19,=171,=1.022350417339846,=245,=0.08593977973537612,=437,=184
="601089",福元医药,化学制剂,=7756800000,=15.936534559099822,=2.1108388648980876,=0.03094059405940594,2025-05-19,=172,=0.6934081918270616,=329,=0.09349018196250132,=355,=64
="600682",南京新百,综合,=8978701914.07,=39.23860212884459,=0.5081934124746404,=0.00239880059970015,2025-05-19,=173,=0.4561862891912852,=519,=0.12399568173513816,=169,=276
="600039",四川路桥,路桥施工,=80132363262,=11.087431024398995,=1.6125265127671755,=0.045011747833917266,2025-05-19,=174,=0.5865876370561918,=407,=0.10274686137047725,=285,=752
="600546",山煤国际,煤炭开采,=18714385961.6,=9.646109012960443,=1.1117149641478792,=0.07309322033898305,2025-05-19,=175,=0.37650671972505434,=650,=0.1964778170287674,=50,=682
="600285",羚锐制药,中药,=13332885075.86,=17.801161351021126,=4.026210014186145,=0.038281582305401955,2025-05-19,=176,=-4.813900152827895,=108,=0.07373967096952924,=594,=1086
="603100",川仪股份,计量仪表,=10660129472.68,=14.342763483550259,=2.406285016762014,=0.027691807778370815,2025-05-19,=177,=0.666763609259281,=350,=0.093196428704701,=360,=350
="605183",确成股份,炭黑,=6683242140.150001,=12.016266152068832,=1.9246507995243387,=0.018668326073428748,2025-05-19,=178,=0.4558573623969588,=520,=0.11723963917787127,=197,=171
="603766",隆鑫通用,其他交运设备,=27373712860.5,=19.972348492150743,=2.8261591505198442,=0.030007501875468866,2025-05-19,=179,=5.062137869567191,=142,=0.07445833551484406,=576,=541
="603587",地素时尚,女装,=5835582571.68,=21.142960541130975,=1.5643997453636656,=0.04087434940215936,2025-05-19,=180,=0.4978881294649214,=474,=0.10910513117544574,=247,=1144
="605158",华达新材,金属新材料,=4352184200,=22.055548165446524,=1.7038682000944716,=0.01762632197414806,2025-05-19,=181,=-0.2491200861652066,=21,=0.06761023644504639,=705,=123
="600268",国电南自,电网自动化,=7915368847.9800005,=20.34845938859012,=2.347063293393204,=0.01797175866495507,2025-05-19,=182,=0.4896000492355283,=485,=0.10993625554841867,=242,=307
="000715",中兴商业,百货,=3088791724.2,=29.308846289017385,=1.5825213914244103,=0.013458950201884253,2025-05-19,=183,=1.172237922470783,=224,=0.07948781907064809,=507,=114
="301371",敷尔佳,日用化学产品,=12858571200,=21.402853370966195,=2.23481322265512,=0.04667081518357187,2025-05-19,=184,=1.118254018761294,=228,=0.07933648792752565,=510,=61
="000513",丽珠集团,化学制剂,=31950909196.200005,=15.287663189216843,=2.255520342230389,=0.03137564245336804,2025-05-19,=185,=0.48601050530609596,=489,=0.10867586920380078,=252,=1909
="603568",伟明环保,环保工程及服务,=33359963688.83,=12.321739140685086,=2.397128626588571,=0.024527337761880427,2025-05-19,=186,=0.7923564980624364,=285,=0.08442133794872138,=460,=17374
="001332",锡装股份,重型机械,=3859900000.0000005,=14.710906710597776,=1.6183708174055997,=0.02849814762040467,2025-05-19,=187,=0.42979476506783554,=553,=0.1178027098533439,=194,=46
="603338",浙江鼎力,其它专用机械,=23585684203.82,=13.437415474717648,=2.255324699233706,=0.021468441391155002,2025-05-19,=188,=0.5440641868336595,=441,=0.09895074058772242,=309,=13533
="601857",中国石油,石油开采,=1497111598551.2402,=9.029514713641815,=0.9568390991115803,=0.05745721271396314,2025-05-19,=189,=0.37026549552269133,=659,=0.15207542950682706,=94,=1907
="603939",益丰药房,医药商业,=33341461835,=21.21879918747807,=3.04108611130172,=0.02363685312000058,2025-05-19,=190,=1.0497303853837767,=238,=0.07907087418448507,=516,=1699
="600779",水井坊,白酒,=22347146596.320004,=16.614666439822855,=4.162990226573193,=0.021036313161225405,2025-05-19,=191,=0.7295373458865114,=311,=0.08548319407012543,=444,=3421
="300628",亿联网络,终端设备,=43993407181.62,=16.6558793835744,=4.626146388184164,=0.05452351544624491,2025-05-19,=192,=1.2313663592686412,=216,=0.07720123208336345,=539,=3454
="600750",江中药业,中药,=14454824999.52,=17.926746282574104,=3.484607547701087,=0.05222316533234177,2025-05-19,=193,=0.9573987860953574,=255,=0.0797627914117741,=502,=1345
="600826",兰生股份,贸易,=5788649030.63,=20.135368633506275,=1.4044065029226094,=0.035460501007030285,2025-05-19,=194,=0.5857246248305022,=409,=0.09409632000045833,=350,=188
="600559",老白干酒,白酒,=15962342897.8,=19.87033291396487,=2.9216344508234005,=0.03151862464183382,2025-05-19,=195,=1.0498757298452694,=237,=0.07842329101059708,=525,=1055
="603833",欧派家居,家具,=38510622820.159996,=14.320889211227847,=2.0346130586557014,=0.03922809237583044,2025-05-19,=196,=0.5796664336319595,=413,=0.09366577760452902,=354,=3119
="002029",七匹狼,男装,=4709557227.16,=14.369471155058244,=0.7035160583769925,=0.014970059880239523,2025-05-19,=197,=0.36939299919210433,=662,=0.14359954771770553,=106,=254
="600491",龙元建设,房屋建设,=6011948763.150001,=-12.868976386665537,=0.58429481704829,=0,2025-05-19,=198,=0.32778092988144575,=744,=0.2894653080134629,=27,=141
="600897",厦门空港,机场,=6091405740,=13.968187779266179,=1.3262796179741838,=0.02190280629705681,2025-05-19,=199,=0.34230045843284607,=709,=0.18545306460909125,=62,=552
="002216",三全食品,食品综合,=10400747287.84,=19.960484281556173,=2.251030766229951,=0.025359256128486895,2025-05-19,=200,=0.6601912295154698,=351,=0.08735204587818282,=424,=1505
="605117",德业股份,光伏设备,=58489108462.65,=18.091376893827526,=5.69273311557264,=0.04192385719070853,2025-05-19,=201,=3.379836120192245,=153,=0.07191348736089496,=622,=505
="603565",中谷物流,航运,=20685621564.55,=10.375664202400166,=2.0815833876821928,=0.08020304566739236,2025-05-19,=202,=0.34728696391887,=703,=0.1645075360817143,=77,=420
="300979",华利集团,鞋帽,=62527860000,=16.39104207108763,=3.4542340830767646,=0.0429264650989175,2025-05-19,=203,=0.6348837088116712,=367,=0.08815137679610108,=413,=344
="002978",安宁股份,其他采掘,=15014000563.98,=17.628856520315548,=1.7921960387974574,=0.029011666620354353,2025-05-19,=204,=0.5995267529755782,=393,=0.09075935062734902,=388,=320
="600062",华润双鹤,化学制剂,=19821000839.76,=11.535338235264273,=1.8151616294697435,=0.024689059085268944,2025-05-19,=205,=0.4336551435106235,=545,=0.11015981259426882,=240,=823
="002073",软控股份,其它专用机械,=8360242128.599999,=16.272908961784218,=1.3862786545669903,=0.012195121951219514,2025-05-19,=206,=0.3807444037811103,=640,=0.12867851725619656,=146,=207
="002061",浙江交科,路桥施工,=10468561605.6,=7.7828781609046915,=0.6719187704292288,=0.03188775510204082,2025-05-19,=207,=0.314558072483562,=781,=0.5296646985039496,=9,=279
="601633",长城汽车,乘用车,=199265927727.84,=17.766804116692676,=2.4204338811489543,=0.01932228963803965,2025-05-19,=208,=-1.292356389231579,=72,=0.06677857297206898,=721,=2353
="000792",盐湖股份,钾肥,=83977256225.67,=17.231344824500486,=2.227164425104517,=0,2025-05-19,=209,=0.490385991206608,=483,=0.0982731581813171,=314,=775
="600104",上汽集团,乘用车,=193075994742.6,=97.72116650894782,=0.6611616811035921,=0.0052757793764988,2025-05-19,=210,=0.4126634651673811,=585,=0.11485056105857681,=214,=11552
="601155",新城控股,房地产开发,=29277984670.88,=35.29007925874142,=0.4786093711699565,=0,2025-05-19,=211,=-59.36162173813861,=118,=0.06837646972602622,=681,=7493
="600761",安徽合力,工程机械,=14634082063.23,=11.692994902215206,=1.3729802146913745,=0.03651856360316494,2025-05-19,=212,=0.36683017065307494,=670,=0.1343043940212084,=130,=631
="300193",佳士科技,其它通用机械,=4605275563.11,=18.226056690005716,=2.015391646498515,=0.0413655859219319,2025-05-19,=213,=1.1156701225665755,=229,=0.0746713640860217,=571,=219
="601686",友发集团,特钢,=8443672151.929999,=15.184858920781107,=1.303442008416066,=0.05025816131468366,2025-05-19,=214,=0.3105312973302896,=798,=0.7047852983829018,=3,=102
="603298",杭叉集团,工程机械,=25200783822.76,=12.118601261015499,=2.3803150785103995,=0.02598752598752599,2025-05-19,=215,=0.429607419706739,=554,=0.10771955939511503,=255,=656
="300833",浩洋股份,其它专用机械,=4261464944.9999995,=16.751667991827603,=1.7155503837119954,=0.03858711783912141,2025-05-19,=216,=0.4585456776793376,=517,=0.10133542828624251,=292,=156
="002959",小熊电器,小家电,=7473470495.660001,=28.01862594451326,=2.5978833754744985,=0.02101589296314329,2025-05-19,=217,=-1.6806624991869217,=79,=0.0660470640153567,=731,=1595
="603899",晨光股份,文娱用品,=25710144928.6,=19.270272754265264,=3.106072673472065,=0.03562000056955214,2025-05-19,=218,=0.6459761729176914,=357,=0.0846556489358334,=458,=26443
="605090",九丰能源,燃气,=16861231246.859999,=9.862704079073119,=1.7262613980941135,=0.04661678533899336,2025-05-19,=219,=0.3497663111566926,=694,=0.13588977609155653,=125,=158
="000426",兴业银锡,铅锌,=23988838833.89,=14.322847221113012,=2.898270410178729,=0.005181347150259068,2025-05-19,=220,=0.7859107004507606,=290,=0.07802228326593699,=530,=283
="000755",山西高速,高速公路,=7453935795.68,=15.249768066972075,=1.366721551463332,=0.03937007874015748,2025-05-19,=221,=-1.64927744044463,=78,=0.06574709308279947,=744,=122
="603816",顾家家居,家具,=21015766140.83,=13.868041165519761,=2.022225763873099,=0.053969495502542035,2025-05-19,=222,=0.41110425563135367,=589,=0.11054752342170518,=238,=2219
="600354",敦煌种业,种子生产,=3298763000,=44.405557212937694,=4.609594073304589,=0,2025-05-19,=223,=0.6566169765141942,=353,=0.08229133341436388,=474,=144
="600976",健民集团,中药,=6175827636,=16.564631844939775,=2.565325775911933,=0.022354694485842028,2025-05-19,=224,=0.6414934010290628,=362,=0.08296026668581427,=468,=424
="301262",海看股份,有线电视网络,=9611850000,=23.53615687356837,=2.6113633411469377,=0.021518438177874185,2025-05-19,=225,=1.1808041537314695,=221,=0.07286632905519046,=609,=28
="600312",平高电气,高压设备,=22429909237.77,=19.47491629163923,=2.069821618729957,=0.01748336359928971,2025-05-19,=226,=0.563179862675891,=422,=0.08819566145307446,=412,=733
="600970",中材国际,国际工程承包,=24498810518.399998,=8.139647450745846,=1.1244209003540204,=0.04852928654258791,2025-05-19,=227,=0.3302759814841507,=739,=0.14953988751991248,=97,=1022
="300304",云意电气,汽车零部件,=6717799442.700001,=17.03978386735132,=2.204805439494731,=0.010098486353848943,2025-05-19,=228,=0.5043075476519453,=467,=0.09204106503471347,=371,=177
="603373",安邦护卫,其他休闲服务,=3454838718.6600003,=27.211529016779508,=1.9014387912707784,=0.015561780267662619,2025-05-19,=229,=0.38676659234651706,=629,=0.1140957707315227,=218,=21
="603676",卫信康,化学制剂,=4656228050,=19.746842232319864,=3.1677073077850295,=0.03196261682242991,2025-05-19,=230,=1.0424254270813593,=241,=0.07286837216263825,=608,=176
="600968",海油发展,油气钻采服务,=39948859502.07,=10.656669652468876,=1.438397360533584,=0.03435114503816794,2025-05-19,=231,=0.3285211524663453,=742,=0.1425070180928863,=110,=275
="000419",通程控股,多业态零售,=3006012082.15,=24.949449614946715,=0.8600014642424494,=0.027124773960216998,2025-05-19,=232,=0.39693337293305714,=610,=0.10960975262357661,=244,=138
="002275",桂林三金,中药,=8366976864,=15.896765786932807,=2.670785516428566,=0.042134831460674156,2025-05-19,=233,=0.5185434503004923,=458,=0.08964318779023658,=398,=12085
="600519",贵州茅台,白酒,=1983511202244,=22.28404918726962,=7.677379489236063,=0.032619792524489495,2025-05-19,=234,=2.749558982111294,=165,=0.06795504506641746,=694,=75947
="601898",中煤能源,煤炭开采,=139215965700,=7.594446635901411,=0.892878087810954,=0.056425293476235254,2025-05-19,=235,=0.3034742247915992,=818,=0.20612060099209217,=45,=814
="000811",冰轮环境,制冷空调设备,=9544597550,=15.925405183417547,=1.6167588001019182,=0.019999999958091475,2025-05-19,=236,=0.43699372119747465,=540,=0.0973853308675817,=323,=296
="301291",明阳电气,低压设备,=12818932000,=18.714383830541777,=2.6757257160506787,=0.01753531417437896,2025-05-19,=237,=0.7209521744493184,=316,=0.07648483652857105,=550,=52
="603365",水星家纺,家纺,=4286831520,=11.80577447226479,=1.3941258031903432,=0.05515965553971666,2025-05-19,=238,=0.3149733729278745,=779,=0.15229358929295375,=93,=366
="603053",成都燃气,燃气,=8702233100,=18.425949974089704,=1.7921828324829125,=0.030643513789581207,2025-05-19,=239,=0.47972886292508815,=497,=0.0916665609745245,=376,=187
="601899",紫金矿业,黄金,=462981338034.80005,=12.876138421673328,=3.207894051331421,=0.021814265430372192,2025-05-19,=240,=0.4273449146563985,=561,=0.09738925942219723,=322,=3235
="300750",宁德时代,储能设备,=1144882676860,=21.124342395634436,=4.739109816231965,=0.02216160861092549,2025-05-19,=241,=3.1063953949218344,=157,=0.06608971034813932,=730,=6016
="002557",洽洽食品,食品综合,=11796540745.44,=17.189808110382398,=2.1254973670200195,=0.054812443745421276,2025-05-19,=242,=0.48953135444891493,=486,=0.08953355057194608,=402,=2179
="300446",航天智造,汽车零部件,=14743952335.84,=18.18904139064958,=2.7121411668640234,=0.016055045871559634,2025-05-19,=243,=0.6413142523676215,=364,=0.07821815132942585,=527,=1028
="603195",公牛集团,其他家用轻工,=93216342324.6,=21.588595366823753,=5.524180479119388,=0.03326864430274466,2025-05-19,=244,=113.62898885195405,=123,=0.06429612866220107,=768,=2118
="603611",诺力股份,工程机械,=5043823487.78,=10.750193666443705,=1.6364068678616805,=0.045812053115423905,2025-05-19,=245,=0.3555357828951986,=684,=0.11559794200796218,=209,=424
="000682",东方电子,电网自动化,=12844164727.06,=18.260040106887477,=2.453706704204622,=0.008559498935993864,2025-05-19,=246,=0.6372028418334781,=365,=0.07786383297848594,=534,=252
="688075",安旭生物,医疗器械,=4643605694.7,=29.741132660404205,=0.8869065115171968,=0.03284072249589491,2025-05-19,=247,=0.28132591001735324,=897,=0.6612841484855175,=4,=124
