Ticker,Company Name,Industry,Market Price,Market Currency,Report Currency,Market Cap,Financial Year End Date,Past Financial Year Dividends,Latest Invested Capital,Latest Total Debt,Latest Total Asset,Latest Common Equity,Past Annual Sales,Past Annual Cogs,Past Annual Opex,Past Annual Net Income,Past Annual Operating Cash Flow,Past Annual Financing Cash Flow,Past Annual Investing Cash Flow
600387.SS,HY ENERGY GROUP CO LTD,Oil & Gas Refining & Marketing,1.64,CNY,CNY,809889408.0,12-31,0.0,3517980800.29,648942130.03,4391863514.33,2869038670.26,2128081368.11,1862349642.16,159961363.94,-245464680.0,-486384578.19,496846171.41,-189039354.39
600388.SS,FUJIAN LONGKING CO LTD,Pollution & Treatment Controls,11.65,CNY,CNY,14821479424.0,12-31,0.28,13380682396.17,4046311275.41,26792319059.54,10173175507.22,10019424016.14,7530951522.46,1279589137.7699997,830404250.86,2176752907.17,595819548.24,-2894962538.71
600389.SS,NANTONG JIANGSHAN AGROCHEMICAL,Agricultural Inputs,15.98,CNY,CNY,7157409792.0,12-31,0.2,5207368241.48,1611542717.18,8633606390.28,3718441923.98,5431591346.96,4644655255.77,535885682.32000005,224399100.35,347242212.03,692928083.92,-2541005006.68
600390.SS,MINMETALS CAPITAL COMPANY LIMIT,Financial Conglomerates,5.48,CNY,CNY,24919259136.0,12-31,0.153,106785112971.63,71703925856.54,167962289292.52,42812721374.02,9776282402.97,3098872704.22,2960244549.54,2256283557.45,75102052.87,-1367265468.41,3193039713.16
600391.SS,AECC AERO SCIENCE AND TECHNOLOG,Aerospace & Defense,24.92,CNY,CNY,9098366976.0,12-31,0.0,3680316714.37,2271785205.25,8197046263.53,1658786516.34,3850481023.86,3231115078.01,357161295.16,68792206.34,-1126310371.83,998690795.87,-193697041.15
600392.SS,SHENGHE RESOURCES HOLDING CO LT,Other Industrial Metals & Mining,10.42,CNY,CNY,18264487936.0,12-31,0.07,12606354300.47,4394109526.17,15502252333.27,8733639307.82,11371025717.4,10776085922.17,162867803.83000004,207196451.93,72423318.92,349496372.18,-528262439.59
600395.SS,GUIZHOU PANJIANG REFINED COAL,Thermal Coal,4.67,CNY,CNY,10024715264.0,12-31,0.28,20967435680.72,12131100712.74,35259119613.92,11413582825.27,9403366126.51,6654308432.49,1662721736.97,732488482.93,1446037784.22,4158862428.11,-6742474012.07
600396.SS,HUADIAN LIAONING ENERGY DEV CO ,Utilities - Diversified,2.67,CNY,CNY,3961585920.0,12-31,0.0,9028890823.01,10207030916.73,13878349898.53,349865109.28,6274923528.9,6196226958.13,247030279.86,2140330638.04,45700047.92,-82686469.78,-222238237.7
600397.SS,ANYUAN COAL INDUSTRY GROUP CO L,Coking Coal,4.93,CNY,CNY,4989406208.0,12-31,0.0,3536005276.83,3504830090.04,5839768093.15,236885739.48,5404331256.52,5215055626.8,287857850.45,-272661689.12,343641183.06,-838858469.87,582087231.05
600398.SS,HLA GROUP CORP LTD,Apparel Manufacturing,8.02,CNY,CNY,39670849536.0,12-31,0.79,16049615953.58,3965280008.01,33712841762.6,16049615953.58,21527549051.48,11954406129.01,5643426799.7699995,2951962445.72,5230476804.33,-3198287589.61,-776503706.05
600399.SS,FUSHUN SPECIAL STEEL,Steel,5.26,CNY,CNY,10373245952.0,12-31,0.018,9231672069.27,3164495850.59,13132152669.61,6349882185.48,8483918806.35,7405718485.06,629546765.01,111683238.56,-376568232.5,813681264.6,-46565958.43
600400.SS,JIANGSU HONGDOU INDUSTRY,Apparel Manufacturing,2.17,CNY,CNY,5006537728.0,12-31,0.02,3830974534.97,1180124427.62,5267393828.74,2954089390.51,2330333411.55,1483793814.17,826735511.06,30005580.15,421731612.88,99920476.26,-131831819.92
600403.SS,HENAN DAYOU ENERGY CO LTD,Thermal Coal,3.42,CNY,CNY,8272227328.0,12-31,0.0,11119457016.26,6210254992.61,20488050589.15,5666044137.31,4930366039.81,4396116780.92,1220830440.4,-1091220210.96,-187271218.37,1398187562.03,-773789342.89
600405.SS,BEIJING DYNAMIC POWER CO,Electrical Equipment & Parts,4.68,CNY,CNY,2868044288.0,12-31,0.0,708204285.35,489929205.57,1761922379.23,362833247.24,584063700.25,520511533.31,296196436.48,-415365007.02,-161616535.79,204822163.31,-41273509.63
600406.SS,NARI TECHNOLOGY CO LTD,Specialty Industrial Machinery,22.9,CNY,CNY,185220005888.0,12-31,0.675,47603302415.43,607980923.39,86087418302.42,47190841949.86,51573303989.39,37753748739.95,5685786728.280001,7183687344.52,11444091916.26,-3733001632.91,-5757804419.33
600408.SS,SHANXI ANTAI GROUP,Coking Coal,1.69,CNY,CNY,1711564416.0,12-31,0.0,2326985977.71,1298645842.2,4966623798.16,1840255977.71,10006400153.61,10294530737.66,161621631.13,-677711800.43,320558935.54,-215638704.53,-35690916.72
600409.SS,TANGSHAN SANYOU CHEMICAL INDUST,Specialty Chemicals,5.19,CNY,CNY,10713976832.0,12-31,0.073,17341843687.8,5644377210.91,26056928700.97,13874471095.95,21361186328.94,17942068621.87,2440063072.4900002,499024898.12,1805589187.57,-272221723.0,-1084511794.97
600410.SS,BEIJING TEAMSUN TECHNOLOGY CO,Software - Application,7.84,CNY,CNY,8596482048.0,12-31,0.0,5513190637.18,1389810535.51,8772128363.98,4303341033.3,4163424639.09,3618852694.38,635130165.08,-220764328.89,231923975.5,103390249.36,-153861336.6
600415.SS,ZHEJIANG CHINA COMMODITIES CITY,Real Estate - Diversified,15.46,CNY,CNY,87902773248.0,12-31,0.33,21221400024.51,4632376016.96,39168460647.21,20503756457.46,15737383922.24,10797892000.2,1093389956.56,3073677494.86,4491339090.33,-3095033333.42,1222806767.61
600416.SS,XIANGTAN ELECTRIC MANUFACTURING,Specialty Industrial Machinery,10.15,CNY,CNY,13452911616.0,12-31,0.0,10138378479.57,2887893587.74,15287062524.85,7480061546.78,4701214116.55,3873106630.42,526331303.67,248956284.6,283918230.82,51889377.06,-264212544.47
600418.SS,ANHUI JIANGHUAI AUTOMOBILE GROU,Auto Manufacturers,34.58,CNY,CNY,75523072000.0,12-31,0.0,15149001341.49,8319704494.1,49081314901.43,11359531781.93,42202286557.43,37701354699.18,4868226386.68,-1784160025.23,2711472553.81,391703142.77,-4595559536.43
600419.SS,XINJIANG TIANRUN DAIRY CO LTD,Paper & Paper Products,10.74,CNY,CNY,3554113024.0,12-31,0.021,4298024986.07,2048951801.26,6192266178.65,2412903415.8,2804338817.18,2334306578.15,231148065.16999996,43659443.55,652349880.2,458703339.27,-772741278.62
600420.SS,SHANGHAI SHYNDEC PHARMACEUTICAL,Drug Manufacturers - Specialty & Generic,10.24,CNY,CNY,13787238400.0,12-31,0.3,13253975353.07,1137889337.15,19955597470.69,13203924172.51,10937525114.43,6645214332.76,2495720245.8500004,1083622881.88,2255980695.78,-415416482.53,-856226372.28
600421.SS,HUBEI HUARONG HOLDING CO LTD,Personal Services,5.31,CNY,CNY,1105138432.0,12-31,0.0,19891349.43,11567538.09,144480312.72,12800706.99,122123443.19,102201741.35,21941468.11,-8279504.04,6016098.13,10913801.4,-16966732.45
600422.SS,KPC PHARMACEUTICALS INC,Drug Manufacturers - Specialty & Generic,17.53,CNY,CNY,13655835648.0,12-31,0.3,5957746322.99,833068577.46,12611367133.57,5253648545.41,8401447233.37,4750196536.29,2664628122.31,648081341.92,808065640.7,-127990067.55,86028002.3
600423.SS,LIUZHOU CHEMICAL INDUSTRY CO,Agricultural Inputs,3.1,CNY,CNY,2491928832.0,12-31,0.0,551552708.28,4180439.74,602152226.46,551552708.28,164894032.98,129757727.84,13247676.54,30175257.95,51606751.26,-678220.0,-5730704.79
600425.SS,XINJIANGQINGSONGBUILDING MATERI,Building Materials,3.89,CNY,CNY,6306468352.0,12-31,0.1,7697540833.27,1568145692.63,9537614783.48,6390635773.62,4328160001.08,3309507072.08,462839618.9,353668051.53,343015455.37,-459120849.05,-224422329.51
600426.SS,SHANDONG HUALU-HENGSHENG CHEMIC,Chemicals,20.8,CNY,CNY,44396560384.0,12-31,0.6,39242434640.92,9468562861.33,46657911907.48,31018229487.11,34226018627.13,27820703167.53,1089204492.21,3902593305.73,4968115816.5,-388104038.75,-5074550478.44
600428.SS,COSCO SHIPPING SPECIALIZED CARR,Marine Shipping,5.97,CNY,CNY,16381202432.0,12-31,0.279,16569147031.57,15111926054.4,34928645469.66,12582296355.48,16780240067.58,13115908377.08,1229193920.87,1530587671.58,3615976920.78,-2396137918.04,103689177.12
600429.SS,BEIJING SANYUAN FOODS CO LTD,Packaged Foods,4.52,CNY,CNY,6881836032.0,12-31,0.049,6135867950.67,2153121552.96,9334520170.04,5147328966.51,7841240541.23,6034455720.46,1715508641.71,242669098.63,139682655.81,-316841171.48,404880303.23
600433.SS,GUANGDONG GUANHAO HIGH-TECH CO,Paper & Paper Products,3.11,CNY,CNY,5478389248.0,12-31,0.06,7771449442.03,3189713533.86,11226689459.77,4641488151.44,7588410655.21,6872117589.0,590008966.33,183717103.52,293702098.84,476717768.05,-77431548.59
600435.SS,NORTH NAVIGATION CONTROL TECHNO,Specialty Industrial Machinery,11.0,CNY,CNY,16818669568.0,12-31,0.04,2711084813.43,3194459.14,7288270520.92,2711084813.43,3564548001.95,2680389517.58,584521034.95,192231185.15,200301446.77,-27742052.55,-147777866.79
600436.SS,ZHANGZHOU PIENTZEHUANG PHARMACE,Drug Manufacturers - General,205.05,CNY,CNY,124361793536.0,12-31,3.47,14401699737.98,1166390023.81,17080413435.81,13376325404.04,10058497338.92,5355269638.07,1441297131.7000003,2797351515.7,2206631519.26,-769297411.8,-2774119105.54
600438.SS,TONGWEI CO,Solar,17.01,CNY,CNY,76578848768.0,12-31,0.905,101673606424.32,45384217471.77,164363161459.66,61528838529.7,139104062084.52,102327943787.54,7558696346.550003,13573900132.37,30679303971.17,-6465142047.56,-45039017153.91
600439.SS,HENAN REBECCA HAIR PRODUCTS CO,Household & Personal Products,3.36,CNY,CNY,3916684800.0,12-31,0.01,4733082421.55,2373606802.48,5289491593.08,2752445364.63,1225563193.88,851274805.34,269069195.43,12302269.67,246866998.08,-175608404.31,-22264571.84
600444.SS,SINOMACH GENERAL MACHINERY SCIE,Building Products & Equipment,14.75,CNY,CNY,2159724544.0,12-31,0.11,708512911.28,14355866.54,1342913226.62,708512911.28,766115562.54,657971623.17,77294636.71000001,40159271.18,-10813383.35,-21526015.69,47774073.01
600446.SS,SHENZHEN KINGDOM SCI-TECH CO. L,Software - Application,15.45,CNY,CNY,14629403648.0,12-31,0.0,4410554527.37,801116860.06,5778493064.17,3647916401.79,4693117962.98,3602182426.6,1090734758.92,-202418440.19,770352669.6,-611192186.82,-968787500.49
600448.SS,HUAFANG CO,Textile Manufacturing,2.69,CNY,CNY,1719407744.0,12-31,0.0,2389378784.01,1336104363.62,3657663667.41,1205873257.96,2934386558.27,2556740568.98,265691284.46000004,-55515530.46,68605873.77,-86526959.51,-63265991.7
600449.SS,NINGXIA BULIDING MATERIALS GP C,Building Materials,13.74,CNY,CNY,6570206720.0,12-31,0.21,7693756683.27,721986878.55,10618963806.74,7276468435.55,8653460677.96,8019237155.61,381074138.81000006,241419244.57,634563347.35,-355467504.01,-467371308.93
600452.SS,CHONGQING FULING ELECTRIC POWER,Utilities - Regulated Electric,9.3,CNY,CNY,14320605184.0,12-31,0.105,5311194603.55,12445914.59,6505938191.52,5311194603.55,3116619342.36,2481202902.0,124885167.40000004,514456181.79,1590002087.22,-249893083.62,-2564874854.09
600455.SS,BUTONE INFORMATION CORPORATION(,Software - Application,24.3,CNY,CNY,1531470976.0,12-31,0.0,345010022.72,43773806.91,1202136978.26,301787927.16,286958278.62,138146858.45,96167692.19999999,32821054.61,97738040.94,43744520.75,-117245696.92
600456.SS,BAOJI TITANIUM INDUSTRY CO,Other Industrial Metals & Mining,31.91,CNY,CNY,15245895680.0,12-31,0.39,8275778251.19,2401596112.64,13351385263.7,6954846347.08,6656790844.41,5226126714.22,491236243.08000004,576447716.38,412415641.45,-93028181.47,-265086951.39
600458.SS,ZHUZHOU TIMES NEW MATERIALS TEC,Conglomerates,11.74,CNY,CNY,9679019008.0,12-31,0.0,7173128492.94,2331695841.17,18230008623.43,5794702202.04,17537867099.42,14670390145.12,2335784606.8900003,386157662.21,795428458.04,-81768418.65,-394390554.75
600459.SS,SINO-PLATINUM METALS CO,Other Precious Metals & Mining,13.14,CNY,CNY,10203157504.0,12-31,0.19,9015027996.5,2539025234.05,11774557717.99,6507587302.53,45085576818.68,43678467820.69,674905197.48,468308885.6,743063659.19,-2061142171.89,-179153861.65
600460.SS,HANGZHOU SILAN MICROELECTRONICS,Semiconductors,24.95,CNY,CNY,41518546944.0,12-31,0.04,16309427058.36,6067932020.41,24796971085.75,12214785178.19,11220869038.95,9078706149.73,1540296617.56,219867848.47,442537726.1,-135135674.2,-1960584746.86
600461.SS,JIANGXI HONGCHENG ENVIRONMENT C,Utilities - Regulated Water,9.89,CNY,CNY,12815759360.0,12-31,0.464,16746848402.01,8039458282.64,24737421971.94,9393686969.51,8226716564.4,5614881546.16,690442284.8699999,1189979284.26,1974147662.11,138675222.66,-1888798431.71
600462.SS,HUBEI GEOWAY INVESTMENT CO LTD,Paper & Paper Products,1.18,CNY,CNY,765179264.0,12-31,0.0,29889844.22,49766407.55,396390272.8,-3140155.77,404082710.81,280844023.3,130216337.77000001,-67874750.19,284797.91,66056797.73,-6644222.87
600463.SS,BEIJING AIRPORT HIGH-TECH PARK ,Engineering & Construction,8.8,CNY,CNY,2666998528.0,12-31,0.0,1629305764.55,585381745.91,2442384425.33,1087788106.2,516520529.21,456661075.69,113750471.44,-99979737.74,-95114428.14,62267878.06,-4139218.96
600467.SS,SHANDONG HOMEY AQUATIC DEVELOPM,Farm Products,2.27,CNY,CNY,3360281088.0,12-31,0.01,5436878398.64,2387126528.12,6655975615.04,3373935364.8,1563804509.83,1306458242.18,69473051.43,49445874.18,867767842.07,-189160567.26,-669774282.64
600468.SS,TIANJIN BENEFO TEJING ELECTRIC ,Electrical Equipment & Parts,4.24,CNY,CNY,4612017664.0,12-31,0.0,2339730207.7,427806819.06,3773151292.34,1920051290.53,1962072062.21,1495232859.43,358075636.95,-109444559.74,190261675.81,-76524310.78,-35169860.11
600469.SS,AEOLUS TYRE CO,Auto Parts,5.46,CNY,CNY,3982802432.0,12-31,0.16,3686597261.22,1224262512.17,7325203222.03,3284067261.22,6708149946.97,5563257877.16,664003634.79,280943347.34,200880313.78,-319967891.75,-151727229.04
600470.SS,ANHUI LIUGUO CHEMICAL CO,Agricultural Inputs,5.62,CNY,CNY,2931392000.0,12-31,0.0,3734073538.08,2170685047.64,7027476500.98,1832214058.91,6251024171.7,5666229901.35,482261620.71000004,25175444.63,388600816.92,17541839.49,-417814989.44
600475.SS,WUXI HUAGUANG ENVIRONMENT & ENE,Specialty Industrial Machinery,8.8,CNY,CNY,8412500992.0,12-31,0.45,14368233033.5,6918395383.7,26144877703.96,8325914049.68,10512898496.48,8586690696.66,982711696.1899999,741241928.02,393710419.31,1006784554.3,-1423537056.37
600476.SS,HUNAN COPOTE SCIENCE & TECHNOLO,Software - Application,15.14,CNY,CNY,2438599936.0,12-31,0.0,570754957.36,457671399.93,1051964694.89,131296770.26,585514928.09,469098913.9,84488089.4,5288117.52,-79877462.35,66077536.65,-8076818.48
600477.SS,HANGXIAO STEEL STRUCTURE CO LTD,Steel,2.59,CNY,CNY,6183003136.0,12-31,0.07,10388166020.91,5611192449.22,16539267675.51,5075731722.98,7946943051.0,6689490790.8,899904627.6400001,168947447.5,-765416501.56,1012961324.68,-528180683.01
600478.SS,HUNAN CORUN NEW ENERGY CO LTD,Electrical Equipment & Parts,4.79,CNY,CNY,7977936384.0,12-31,0.015,5344110412.96,3274911430.62,8765916750.74,2709740661.01,3711413189.76,3351459707.81,319347360.16999996,-68145303.25,366062678.18,775780151.82,-677607830.64
600479.SS,ZHUZHOU QIANJIN PHARMACEUTICAL ,Drug Manufacturers - Specialty & Generic,10.03,CNY,CNY,4269650432.0,12-31,0.35,2453358612.33,116705915.68,4676882466.57,2389672141.89,3798485330.31,2046728898.67,1330277994.92,320405834.89,443115163.6,-202003303.33,585285163.47
600480.SS,LINGYUN INDUSTRIAL CORPORATION,Auto Parts,16.31,CNY,CNY,15336244224.0,12-31,0.35,9231454254.06,2985139251.99,19048933699.93,7010912080.55,18701905507.37,15645679755.63,2045720715.08,631630393.26,1357138978.25,-1061795400.49,-559010464.27
600481.SS,SHUANGLIANG ECO-ENERGY SYSTEMS ,Specialty Industrial Machinery,4.41,CNY,CNY,8263325184.0,12-31,0.12,15033210535.65,9944510892.1,30090661476.28,7075497954.64,23149269295.3,19737237837.94,902740856.79,1501555538.52,1330341704.25,3020514260.23,-3900843312.76
600482.SS,CHINA SHIPBUILDING INDUSTRY GRO,Specialty Industrial Machinery,20.46,CNY,CNY,46294228992.0,12-31,0.106,45328955135.61,10371034064.72,99119595878.61,36794947445.65,45102804284.07,39111007969.59,5029384942.789999,779487252.58,4598031820.25,1754104288.46,-1777673006.79
600483.SS,FUJIAN FUNENG CO LTD,Utilities - Diversified,9.69,CNY,CNY,26939555840.0,12-31,0.0,37740422473.16,19099375985.08,50689626503.76,21921508684.41,14694918796.23,11191943716.27,451514793.9299998,2623474968.92,4625455279.95,-1193713952.96,-1574373237.44
600486.SS,JIANGSU YANGNONG CHEMICAL CO LT,Agricultural Inputs,49.83,CNY,CNY,20497022976.0,12-31,0.68,11728397923.04,1193230788.24,17664818218.9,10535931053.3,10434772672.8,8023208533.3,1028625505.52,1202079529.21,2155313038.76,171695335.03,-2193228099.7
600487.SS,HENGTONG OPTIC-ELECTRIC CO.LTD,Communication Equipment,15.48,CNY,CNY,38184980480.0,12-31,0.15,39421030154.8,16650550293.91,62490771529.52,25642878413.65,47621743263.1,40333251433.88,4441252334.72,2153605330.12,1857423231.98,2314828908.02,-2077777931.9
600488.SS,TIANJIN TIANYAO PHARMACEUTICAL ,Drug Manufacturers - Specialty & Generic,3.99,CNY,CNY,4378466304.0,12-31,0.0,3590523394.11,533992784.51,5698286373.15,3057347087.18,3215285232.59,1754090289.96,1146121680.43,133450642.68,569371797.9,-617516931.05,-76186640.45
600489.SS,ZHONGJIN GOLD CO,Gold,14.3,CNY,CNY,74018512896.0,12-31,0.402,39779885538.8,15363167218.84,52680243371.36,25908781124.97,61263636266.97,53130523680.19,3294159507.5099993,2977855387.68,6423472305.99,-6108134688.72,-1688216942.9
600490.SS,PENGXIN INTERNATIONAL MINING CO,Copper,5.08,CNY,CNY,11307876352.0,12-31,0.0,6942046106.59,827895745.57,8249724515.27,6114150361.02,5373475919.53,5021046990.19,457670431.09999996,-107860518.27,-60328054.01,14355186.01,35832508.29
600491.SS,LONG YUAN CONSTRUCTION GROUP CO,Engineering & Construction,3.65,CNY,CNY,5583624192.0,12-31,0.0,31698745660.38,23269542622.43,57843841794.53,10804583934.64,9004172952.28,7488954565.6,566457844.35,-1310831618.92,1625733251.29,-1995682294.28,102298784.48
600493.SS,FUJIAN FYNEX TEXTILE SCIENCE & ,Textile Manufacturing,5.27,CNY,CNY,1433440000.0,12-31,0.059,1231527530.84,123915308.54,1663936821.9,1124084398.3,929521310.41,817933887.47,104074675.0,53174057.64,6140525.87,-66006119.68,-25647259.48
600495.SS,JINXI AXLE CO LIMITED,Railroads,4.06,CNY,CNY,4905251328.0,12-31,0.014,3260727488.47,,3997878780.3,3260727488.47,1313578586.63,1157731058.73,174266537.99,23075815.65,16153531.2,-14498290.63,182073449.62
600496.SS,CHANGJIANG & JINGGONG STEEL BLD,Engineering & Construction,3.19,CNY,CNY,6421118976.0,12-31,0.08,12098154616.22,3705534737.12,25613694888.12,8941482793.9,18492059122.28,16150757117.49,1388368491.32,511680273.09,771312205.21,-257732587.17,-338995614.62
600497.SS,YUNNAN CHIHONG ZINC&GERMANIUM C,Other Industrial Metals & Mining,5.21,CNY,CNY,26525622272.0,12-31,0.13,18125893966.61,3969583879.0,26368403366.41,16302608557.25,18802634072.1,15473361817.01,1552336717.9700003,1292679297.89,2365754608.33,-1191257899.71,-1703041578.95
600498.SS,FIBERHOME TELECOMMUNICATIONS TE,Communication Equipment,21.68,CNY,CNY,25679310848.0,12-31,0.0,18760207119.52,6998912836.01,41933585233.82,13172814282.61,31129574274.69,24728125349.23,5367285301.86,505367226.47,59165540.87,1013911479.23,-355774531.84
600499.SS,KEDA INDUSTRIAL GROUP CO LTD,Specialty Industrial Machinery,8.37,CNY,CNY,16052488192.0,12-31,0.2,16480308700.0,6458413900.0,26950196600.0,11478936200.0,12600261900.0,9330069500.0,1880048700.0,1006311800.0,557204600.0,225695800.0,-2013248900.0
600500.SS,SINOCHEM INTERNATIONAL CO,Conglomerates,3.63,CNY,CNY,13133993984.0,12-31,0.0,33951446719.59,20928014180.05,53917252446.29,15517546938.31,54272291765.53,51734079425.83,3092414507.46,-1847737097.72,1704779127.1,-863732848.1,-3792108577.2
600501.SS,AEROSUN CORPORATION LTD,Auto Parts,18.84,CNY,CNY,8270572032.0,12-31,0.06,2437574099.43,179167844.12,5735952479.77,2259912371.44,3817688764.6,3180523412.75,524836154.75,71941966.08,292555212.32,-280966905.63,-66487828.8
600502.SS,ANHUI CONSTRUCTION ENGINEERING ,Engineering & Construction,4.71,CNY,CNY,8170719232.0,12-31,0.0,75891082394.17,68184120996.85,201979062896.52,15448307143.48,96501992541.09,84539280178.19,5065453846.69,1344871166.75,1214636231.3,11051757909.8,-9917858740.59
600503.SS,DELUXE FAMILY CO. LTD.,Real Estate - Development,2.43,CNY,CNY,3973681920.0,12-31,0.004,3645478180.49,2070846.85,4223037446.68,3645478180.49,161477429.63,66881292.14,-20618949.02000001,57973378.64,-347304714.45,-279766916.24,98810462.37
600505.SS,SICHUAN XICHANG POWER JOINT STO,Utilities - Regulated Electric,15.74,CNY,CNY,5738284544.0,12-31,0.0,2968064468.04,1913752012.09,4156220454.56,1212554967.43,1454149472.25,1169653437.75,169096746.76999998,8294191.4,244720245.88,-223589719.3,-29775234.35
600506.SS,TONGYI CARBON NEUTRAL TECH (XIN,Farm Products,19.06,CNY,CNY,3659882240.0,12-31,0.0,1246141984.94,940437216.93,1954820590.53,443731534.99,2313851288.65,1841838138.55,379313333.20000005,31387579.76,427924483.79,-542858905.6,27592548.0
600507.SS,FANGDA SPECIAL STEEL TECHNOLOGY,Steel,4.13,CNY,CNY,9553474560.0,12-31,0.033,9567856741.25,675425798.58,19247943184.12,9296100737.13,21559524629.92,20525585732.61,609741810.76,247847625.65,876007090.46,-731636477.17,-151309887.05
